username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Seattle Seahawks,1554660191806840832,"Seattle, WA",2023-01-24 04:05:28,We’re not in the business of winning this season but who doesn’t love a little special teams magic!… https://t.co/vyFCXjh98T,0,Twitter for iPhone,
Nalim Sureda,1218396452826669056,"Seattle, WA",2023-01-24 04:03:43,@Exnasa1 @peter_king Yeah man...the Saints don't have as much power as people think. Payton played the long game. H… https://t.co/UnFKTeaa6t,0,Twitter Web App,
Joel Elmer,214307895,"Seattle, WA",2023-01-24 04:00:01,"@hawkblogger @Joe_Fann Very well articulated @hawkblogger. I think Seahawks fans are willing to bet on Geno, but I… https://t.co/25wEj6G6hr",0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-24 03:58:30,The pending free agency of #Seahawks quarterback Geno Smith coming off his surprising Pro Bowl season will be a fas… https://t.co/HDdvPJSgF7,0,TweetDeck,
Seattle Seahawks,1554660191806840832,"Seattle, WA",2023-01-24 03:53:10,We didn’t win this week either https://t.co/cVTOtNZQK3,0,Twitter for iPhone,
Hamboner,27218769,"Seattle, WA",2023-01-24 03:45:06,@miketankerr @DavisHsuSeattle Tell me you know nothing about the Seahawks without actually saying you know nothing.,0,Twitter for Android,
Sports ON Tap Seattle,1084300391599067136,"Seattle, WA",2023-01-24 03:40:46,I love these Seahawks moments. So many random GREAT moments for this organization.  https://t.co/K7Gq2wR90R,14,Twitter for iPhone,
Nalim Sureda,1218396452826669056,"Seattle, WA",2023-01-24 03:31:21,"@Tom80845971Jay @peter_king Whatever Russ was doing in Denver, it helped make the Seahawks consistent double-digit… https://t.co/WPOBVjTFCx",0,Twitter Web App,
Anne Marie Tennison 🌻🇺🇦,147078910,"Seattle, Wa",2023-01-24 03:24:03,"@MoneyLynch   Tonya is one of your biggest fans, she’s fighting cancer and overwhelming medical bills and rent is d… https://t.co/u3YhimIaIV",0,Twitter for iPhone,
Seattle Mariners ⚾️ from The Seattle Times,1053024265572761600,"Seattle, WA",2023-01-24 03:22:34,Mariners position analysis: Which version of Ty France will Seattle get in 2023? https://t.co/soVsznoou7 https://t.co/IJyB5wSVok,0,dlvr.it,
Grahamonger,893995440961576960,"Seattle, WA",2023-01-24 03:22:34,"I will never doubt @Bengals again 
I am now a fan 🤫 don’t tell my Seahawks 🤭🤣 https://t.co/C4niREdqK5",0,Twitter Web App,
Grahamonger,893995440961576960,"Seattle, WA",2023-01-24 03:13:55,I had that same face last week during the #Seahawks game 🤣 https://t.co/nUwMci0D6M,0,Twitter Web App,
John Fraley,892784155,Seattle,2023-01-24 03:10:15,@thejay206 jeez someone has watched wayyyyy too many seahawks games,0,Twitter for Android,
Nalim Sureda,1218396452826669056,"Seattle, WA",2023-01-24 03:06:36,@Liverpooling @projectksl @maestroxv_ @peter_king @mike_e_kaye They pissed off Russ FIRST!  Russ didn't fumble twic… https://t.co/5uuUmfgFDy,0,Twitter Web App,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-24 03:06:34,Seahawks fans won't likely root for the 49ers. But this San Francisco squad looks awfully reminiscent of a team tha… https://t.co/0d30l7OiX3,3,Echobox,
Randall,1126336195,"La Conner, WA",2023-01-24 03:04:50,"@AlaskaAir paid $24.95 for internet to watch the Seahawks game, flight 454 SEA to RSW on 1/14. Flight didn’t suppor… https://t.co/51eFEg7EZN",0,Twitter for iPhone,
Nalim Sureda,1218396452826669056,"Seattle, WA",2023-01-24 03:04:26,@Liverpooling @projectksl @maestroxv_ @peter_king @mike_e_kaye You hate the guy...we get it! That doesn't mean you… https://t.co/V9m7LWppBb,0,Twitter Web App,
Julian Gonzalez - PNW Real Estate Broker,994353948814336002,"Seattle, WA",2023-01-24 03:02:49,Update: The condo was indeed “messy” and with a double shot of Sanford and Son! #seattle #seattlerealtor… https://t.co/zMByGJQkZc,0,Twitter for iPhone,
Randall,1126336195,"La Conner, WA",2023-01-24 03:02:38,"@AlaskaAir I purchased inflight internet $24.95 to watch the  Seahawks game, flight 454 from SEA to RSW. Wasn’t til… https://t.co/mtX5PQaAzz",0,Twitter for iPhone,
Nalim Sureda,1218396452826669056,"Seattle, WA",2023-01-24 03:00:45,@projectksl @Liverpooling @maestroxv_ @peter_king @mike_e_kaye He sounds like a butthurt Seahawks fan. They keep at… https://t.co/mkOvkRDNvY,0,Twitter Web App,
Tonya Bailey,262185458,"Lake Stevens, WA",2023-01-24 02:58:59,I don’t wanna 😭 but might have to sell my Marshawn Lynch signed #Seahawks ‘Blaze’ 🪖 I’ve spent 1/2 hour searching f… https://t.co/1GorYnno5p,9,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:49:57,2022 49ers Draft (2 Starters) #seahawks https://t.co/6jQdEu9f2D,0,Twitter for iPhone,
Ben Stahl,602087047,Seattle,2023-01-24 02:48:54,@Irsays_Trucking Mad Seahawks fans at my work were rooting for the Cowboy in spite. They pray and pray on my downfall!!😂,0,Twitter Web App,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:46:37,2021 49ers Draft (3 starters + solid RB2) #seahawks https://t.co/tAIiUCU19r,0,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:43:06,2020 49ers Draft #seahawks https://t.co/V7t4EYDGCH,0,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:40:40,2019 49ers Draft #seahawks 🔥🔥🔥 https://t.co/l9GYVha7VL,0,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:38:13,2017 49ers Draft #seahawks https://t.co/ZMvjfcWwlA,0,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-24 02:35:30,2018 49ers Draft #seahawks https://t.co/FTXMgSh72H,0,Twitter for iPhone,
Steven Bisig - Photographer,24882073,"Tacoma, WA",2023-01-24 02:29:54,"@fox13seattle Got excited for a second. Can’t watch Kraken (or Mariners) on Root without cable, but can watch Seaha… https://t.co/XTj7YqT9I9",0,Twitter for iPhone,
John Fraley,892784155,Seattle,2023-01-24 02:22:49,"@karatemanchan37 Makes sense. This offseason the Seahawks haven't taken 

🕶️
😎

an L yet",0,Twitter for Android,
Nest Hawklings,1258422345825349633,Seattle,2023-01-24 02:14:54,"Most Likely Super Bowl Matchups:

Eagles Chiefs
Eagles Bengals
Seahawks Chiefs
Seahawks Bengals",0,Twitter Web App,
⚓️BBallmase🇺🇸🇻🇮,546232716,"Seattle, WA",2023-01-24 02:14:46,@RRICH1990 Exactly that’s why I get annoyed when I hear fools say Russ Wilson won because of the Seahawks defense!… https://t.co/F5s3FKwapw,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-24 02:09:14,Monday Round-Up: Seahawks Rank No.2 On Rick Gosselin's Special Teams 2022 Rankings https://t.co/U4Ivxdhzq9,0,FANpeeps.com,
Sports By Chris Clough,1407608503611518978,"Seattle, WA",2023-01-24 01:43:21,"Seattle Sports — A Poll

Which of these Emerald City teams is most likely to win a championship first?

#Huskies 🏈… https://t.co/G4ttYevysL",1,Twitter for Android,
goosb,451690594,"Seattle, WA",2023-01-24 01:40:45,@Plazuhbtw @tracedontmiss @ThisWasChrisss @daxarchive @RatioedBy808s @upblissed @destroynectar @tize4PF seahawks,0,Twitter Web App,
Cymru,47864058,"Seattle, Washington",2023-01-24 01:37:32,"@AGoToGuy321 I wanted them too (as Seahawks fan)

The Chiefs run is getting stale",0,Twitter for iPhone,
B. G.,721103376,Seattle,2023-01-24 01:33:03,@Joe_Fann I don't think this outcome is all that probably but it doesn't get discussed either... If the Seahawks ta… https://t.co/dkXzx8Usyx,0,Twitter Web App,
Niko Tamurian,36143335,"Seattle, WA",2023-01-24 01:31:53,What would  you like to see the #Seahawks do with the 5th overall pick? Assuming the choice you select is available… https://t.co/w9MbTAxoHX,2,Twitter Web App,
Cashtechy,1260453462464172032,"Seattle, WA",2023-01-24 01:21:44,@SubIsPog @ConquestOfEvo You make me ashamed to be a Seahawks fan.,0,Twitter for Android,
John F H (Unchained) ❄️🌨️🌫️,82756352,Seattle,2023-01-24 01:13:14,@ilovejowee @SagED_UP Seahawks 🫶,0,Twitter for Android,
Steezy A. Smith 🎙📺,935262614547972096,"Seattle, WA",2023-01-24 01:09:32,"If you thought ESPN’s final rookie rankings of the season was meh, @NFLonCBS at least put 3 #Seahawks rookies on th… https://t.co/r270DuErce",3,Twitter for iPhone,
Mitch Levy,44658587,"Seattle, WA",2023-01-24 01:09:26,Looks like every #Seahawks center since Max Unger. Who the heck needs Creed Humphrey anyway?! https://t.co/9Rjj1nARAh,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-24 01:09:25,"Looking Back At A 2022 Draft Class That Gave Seahawks ""Incredible Immediate Return"" https://t.co/Y2stRom0O8",0,FANpeeps.com,
93.3 KJR,43278228,Seattle,2023-01-24 01:01:45,".@CorbinSmithNFL talks all things #Seahawks offseason with @Softykjr and @dickfain NOW on KJR!

Tune in on 93.3 FM,… https://t.co/RdptR6GwG7",2,TweetDeck,
Dave “Softy” Mahler,63653875,"Seattle, WA",2023-01-24 01:00:40,Do the Seahawks think of Geno Smith as the MAN? Or a short term bridge to the next star at QB? @CorbinSmithNFL joins NOWW on @933KJR,0,Twitter Web App,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-24 01:00:23,"In Daniel Jeremiah’s first 2023 mock draft at https://t.co/TCogyCjqvB, the Seahawks doubled up on edge prospects.  https://t.co/nhKh2UviEd",0,True Anthem,
Circling Seattle Sports,1215145317340827648,"Seattle, WA",2023-01-24 00:55:06,@bel_css @Seahawks Jalen Hurts is pretty cool I guess,0,Twitter for iPhone,
Travis Arnold,424793905,"Lake Stevens, WA",2023-01-24 00:53:29,@FootballGirlAna Follow your boy! Semi good Seahawks takes. But my first love is the Mariners.,0,Twitter for iPhone,
Peter Graves,23141243,"Renton, WA",2023-01-24 00:52:58,@davidmcreager Nice to see you have a hatred stronger than for the Seahawks!,0,Twitter for iPhone,
Seattle Sports,22961177,"Seattle, Washington",2023-01-24 00:52:55,"All eyes should be on #Seahawks quarterback Geno Smith and his pending free agency, as his market will be a fascina… https://t.co/rhizzVKrW0",0,TweetDeck,
12th Junglist,29303177,Seattle,2023-01-24 00:49:13,@CorbinSmithNFL @Locked_Seahawks Thank you!,0,Twitter for Android,
iBall,2207447354,Seattle,2023-01-24 00:49:04,"#Seahawks analysis:
With 10 picks in this coming draft they better not to screw up. If last year they were able to… https://t.co/ysKVkkjpcM",0,Twitter for iPhone,
John Boyle,61886767,"Seattle, WA",2023-01-24 00:41:47,"The #Seahawks got ""incredible immediate return"" on their 2022 draft class, and know the best is still to come: 
https://t.co/SbTjrcLoHT",0,TweetDeck,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-24 00:38:30,"Myles Murphy or Tyree Wilson?
Will Levis as quarterback of the future?
A cornerback to the #Seahawks in round one?… https://t.co/qyM4zStsix",2,Twitter Web App,
Bob Condotta,20602082,"Seattle, WA.",2023-01-24 00:29:26,"As noted here, some of the draft sites do not have Seattle with its 7th round pick due to John Reid trade. But the… https://t.co/dAawRAHKIr",2,Twitter Web App,
Bob Condotta,20602082,"Seattle, WA.",2023-01-24 00:27:51,Seahawks slated to have 10 picks in 2023 draft --- their own in every round and 3 others via trade. The full offici… https://t.co/PpG5kAcFwc,7,Twitter Web App,
John Boyle,61886767,"Seattle, WA",2023-01-24 00:27:16,"Got questions about the season that was, or about the offseason coming up, or just about some other random topic? W… https://t.co/mv15cOVCHZ",7,TweetDeck,
Kerry Byard,1271204457909379072,"Puyallup, WA",2023-01-24 00:23:43,@espn @AdamSchefter Seahawks backup behind Geno,0,Twitter for iPhone,
paul kiely,17846286,seattle,2023-01-24 00:19:42,"@seattlerams_nfl Look, I’ve been a Niners fan all my life, but I’m a realist. Philly is the best team in the NFC, s… https://t.co/bEQpPmxWK7",0,Twitter for iPhone,
average mariners enjoyer,1517268226815627264,"Seattle, WA",2023-01-24 00:11:58,@Jameswinston231 @SeaGoat03 Dawg your entire personality is just talking bad about the Seahawks you have one follower shut up,0,Twitter for Android,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-24 00:09:26,Details of the Jason Myers contract extension https://t.co/k5O8VX0CVc,0,FANpeeps.com,
Jaime Griesemer,278056725,Seattle,2023-01-24 00:03:15,@StatsOnFire As a Seahawks fan I thought all your takes were trash and your analysis was terrible… but I’ve enjoyed… https://t.co/tWE27U7KWw,0,Twitter for iPhone,
Circling Seattle Sports,1215145317340827648,"Seattle, WA",2023-01-24 00:02:08,"Tune in to this weeks episode of CSS on Converhe! Another packed week!

-Seahawks season in review
-Mariners sign L… https://t.co/3Qb8Q8s4sV",2,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-23 23:56:45,"The Seahawks' 2023 draft picks are now set, so @bcondotta took a look back at the recent history of each selection. https://t.co/jiRvGtuO8u",1,Echobox,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-23 23:55:30,"NEW @Locked_Seahawks!

-An extensive look at why Seattle's 2023 schedule could be much more daunting
-Which outside… https://t.co/Qq4r5XqjLR",3,Twitter Web App,
Antonio Aparicio,1663731194,Seattle Wa,2023-01-23 23:50:58,@Seahawks @GenoSmith3 Jrod easy win.,0,Twitter for iPhone,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-23 22:53:32,@TariqIsland @LeBumJames006 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks In his first year back. How much better… https://t.co/lYN9qlqplp,0,Twitter for iPhone,
Nest Hawklings,1258422345825349633,Seattle,2023-01-23 22:51:37,"49ers since 2000: 8 Playoff Appearances 0 SB Rings 177-192 Regular Season Record

Seahawks since 2000: 15 Playoff A… https://t.co/MHHdegZ7du",2,Twitter Web App,
Shadow🥷🏾,1561615371907391488,"Seattle, WA",2023-01-23 22:47:09,@LeBumJames006 @rfm_732 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks Geno is ranked ahead of mahomes in that sta… https://t.co/HiIhBXDLlV,1,Twitter for iPhone,
Nouhou 2022,1308988063318671367,"Seattle, WA",2023-01-23 22:45:29,@Seahawks @GenoSmith3 I'm sorry I had to vote for Julio,0,Twitter for Android,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-23 22:39:50,@LeBumJames006 @JarvisCards @TariqIsland @MikeHegamen @GenoSmith3 @Seahawks How can someone who hasn’t played be overrated? Jealous much?,0,Twitter for iPhone,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-23 22:31:45,"Y’all know what to do. 

Vote @GenoSmith3 🗳️⬇️ https://t.co/457C59ujbM https://t.co/R2wxl9IjBY",23,Twitter for iPhone,
Greg Woodfill,2321437310,Title Town 206,2023-01-23 22:18:15,"You're a grown-ass adult.
Don't ever let anyone tell you who you can or can't root for........Unless it's the 49ers… https://t.co/hk0ewZTeXP",2,Twitter Web App,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-23 22:09:20,Would the Seahawks consider a trade back scenario involving a 2024 first round pick? https://t.co/NQIVuva7kg,0,FANpeeps.com,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-23 21:52:12,"#Seahawks draft picks: 
You may see them listed with 9 but it’s actually 10. They didn’t have to give up a 7th in l… https://t.co/kWIh4HLsWE",2,Twitter for iPhone,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-23 21:49:27,"The #Seahawks decided to NOT sign the following players to future contracts, so they‘re Free Agents now:

TE Jacob… https://t.co/HZ39KJPh0D",1,Twitter for iPhone,
Leeroy Perkins,525865897,"Puyallup, WA, USA",2023-01-23 21:44:58,"@JRubinBlogger If he buys any football team, it should be the Seattle Seahawks... Paul Allen's sister will be selling pretty soon",0,Twitter Web App,
Brady Henderson,157078263,Seattle,2023-01-23 21:44:41,Clearing up some confusion on the Seahawks’ draft picks: You may see them listed with nine but it’s actually 10. I’… https://t.co/Z9aLmzo1VC,25,Twitter for iPhone,
Drippy Bobby,1511565065341726722,"Puyallup, WA",2023-01-23 21:41:08,I'm gonna stay the voice of reason against the idea of the Seahawks drafting Bijan Robinson at 5 or 20. None of thi… https://t.co/baXyGBCDGX,0,Twitter for Android,
Ian Furness,168937107,Seattle,2023-01-23 21:30:19,"Everyone is doing a poll today, so here we go. With thanks to a listener who texted in, and I am adding one more to… https://t.co/HLSwLLcy69",3,Twitter Web App,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 21:25:09,@CorbinSmithNFL @Locked_Seahawks need more green in your background tbh,0,Twitter for Android,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-23 21:16:20,"We'll have a new @Locked_Seahawks rolling at 3 PM PT!

Subscribe for free and be sure to join us for plenty of 'Haw… https://t.co/yxMawhA078",1,Twitter Web App,
David Pearl 🥑,425618204,"Seattle, WA",2023-01-23 21:15:19,@DavisHsuSeattle In theory a team would use the cap space on monster FAs but instead the Seahawks will sign 10 vets… https://t.co/HpTQhpKHET,0,Twitter for Android,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-23 21:09:26,Geno Smith named one of most valuable 2023 free agents https://t.co/AceqtR5Nuy,0,FANpeeps.com,
Joe,148823276,"seattle, wa",2023-01-23 21:08:59,@scott_columbo @theAlaskanBones @Softykjr Seahawks would love to have him right now.... they love those late round… https://t.co/GovJBjjTsX,0,Twitter for Android,
taylor trent,490133684,mill creek,2023-01-23 21:06:53,"@AndersHirst @JessamynMcIntyr Mariners, despite getting swept in the alds, were in the astros' ass for those 3 game… https://t.co/613PeRoPee",0,Twitter for Android,
Nico Tomacelli,479003804,"Woodinville, WA",2023-01-23 20:48:05,I took a lot of flak over the QB % of the cap over the last few years... but the data continues to back it up. I'm… https://t.co/z2JxUwiFg1,0,Twitter Web App,
Travis Tuttle,3349698198,"Tacoma, WA",2023-01-23 20:45:16,"Ironic it’s on clearance for $12 
But really, I hope he has a great season.
#12s #seahawks #RussellWilson https://t.co/6Vyyc2wJSA",0,Twitter for iPhone,
Shadow🥷🏾,1561615371907391488,"Seattle, WA",2023-01-23 20:44:40,@JarvisCards @LeBumJames006 @rfm_732 @MikeHegamen @GenoSmith3 @Seahawks 32nd in aggressiveness 💀 ESPN type stat,0,Twitter for iPhone,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-23 20:41:08,@JarvisCards @TariqIsland @LeBumJames006 @MikeHegamen @GenoSmith3 @Seahawks Hate.,0,Twitter for iPhone,
Megan Ferguson,35798493,"Seattle, WA",2023-01-23 20:34:17,look at this green! Fun spring colors! Even better...pair it with our blues and you have the perfect SEAHAWKS color… https://t.co/0GSgMzqvpl,0,Multibrain.me,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-23 20:31:54,"On the way to a surprising playoff berth, the #Seahawks received contributions from unsung veterans and standout ro… https://t.co/9C5xD7Aynb",4,Twitter Web App,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 20:28:06,"Only thing we CAN know at this stage, unless #Seahawks trade up to the #1OVR pick &amp; begin negotiating a rookie deal… https://t.co/eILQHW09f1",0,Twitter for Android,
The Seahawks Dancers,569478894,"Seattle, Washington",2023-01-23 20:26:04,"Oh, what a rookie season it was for Seahawks Dancer Faith. 🤩

📸: https://t.co/lXE6DOutOL https://t.co/zB8hoGIBdz",0,Twitter Web App,
B Keyport (What the Flok!),1303440106737393666,"Tacoma, WA",2023-01-23 20:23:29,@Bethamcdaniel @Kieran03609555 I *really* tested the limits of my medication when I drove up to Seahawks HQ to pick up my raffle winnings.,0,TweetDeck,
Shadow🥷🏾,1561615371907391488,"Seattle, WA",2023-01-23 20:22:21,@LeBumJames006 @rfm_732 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks Where’s this stat? Please link it. Cause yo… https://t.co/G7MbcoDouL,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-23 20:21:09,Pre-Snap Reads 1/22: Multiple Seahawks coaches have been requested for interviews https://t.co/mmpfjgLokB,0,FANpeeps.com,
Michael Gartrell,547921720,Seattle,2023-01-23 20:18:01,@CorbinSmithNFL @RobRang Who are some potential cap casualties around the league that the Seahawks could benefit from?,0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-23 20:15:16,These six players were left off and will now become free agents.  https://t.co/jniajLItCR,1,True Anthem,
𝔸 𝔐𝔦𝔠𝔥𝔢𝔩 𝕍𝖆𝖓𝕕𝔢𝔯𝔥𝔢𝔦𝕕𝔢𝔫🇲🇽🇺🇸,471732838,"Seattle, WA",2023-01-23 20:11:50,"@steezyasmith #DallasCowboys  QB Dak Prescott

#Skol  QB Kirk Cousins

#Seahawks  QB Drew Lock

#TogetherBlue  Dani… https://t.co/abzBuJAcp1",0,Twitter for iPhone,
𝚐𝚕𝚎𝚗𝚓𝚊𝚖𝚒𝚗,84119491,"Seattle, WA",2023-01-23 20:02:52,All NFCW teams have made the NFC championship game more recently than the Seahawks 😭 https://t.co/1CTWDTkTOy,0,Twitter for iPhone,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 20:02:26,You just drafted Kenneth Walker at #40 and you're losing your other RB taken at #28. Bijan Robinson is unequivocall… https://t.co/rOyN1y2EkJ,0,Twitter for Android,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 19:58:27,@AroundTheNFL @BuckyBrooks This would be an awesome Top4 because that would leave the best QB prospect in the draft… https://t.co/fe0bas29Fw,0,Twitter for Android,
Andrew Mullenix,21953623,"Seattle, WA",2023-01-23 19:52:53,@owillis The Seahawks beat the Niners.,0,Twitter for Android,
Bertram Dewell III,726953330677682176,"Bonney Lake, WA",2023-01-23 19:50:08,@WUTangKids I'm from Seattle lifelong Seahawks fan you know what I did when I saw Russell Wilson throw interception… https://t.co/4VUHBPODBQ,0,Twitter for Android,
The Hawks Nest,1526327153876344833,"Seattle, WA",2023-01-23 19:47:25,I like Blucky. His mocks always give me perspective on the marketplace. I enjoy riffing on his thoughts. Once again… https://t.co/FeFzKKXEU4,0,Twitter for Android,
Seattle Sports,22961177,"Seattle, Washington",2023-01-23 19:43:39,Teams like the #Seahawks will likely be looking for the next Brock Purdy in this year's draft. Who would that playe… https://t.co/10iKX8u7d7,3,TweetDeck,
Clint Hurtt 2024,1450129171154292738,"Seattle, WA",2023-01-23 19:35:04,"Seahawks wish list this year
Lukas Van Ness
Jack Campbell
Sam LaPorta
Riley Moss
Kyler Schott
Kaevon Merriweather
Seth Benson",0,Twitter for iPhone,
Steezy A. Smith 🎙📺,935262614547972096,"Seattle, WA",2023-01-23 19:28:44,"Of the ELIMINATED playoff teams that reside in the NFC, how would YOU rank their QB’s entering next season?… https://t.co/eVrlGtL0lK",3,Twitter for iPhone,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-23 19:18:27,@LeBumJames006 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks Haha all these paragraphs mean nothing.,0,Twitter for iPhone,
rob.. 🫵 👊🏼 🤝,1196085498558603264,"Seattle, WA",2023-01-23 19:14:12,@LeBumJames006 @JarvisCards @MikeHegamen @GenoSmith3 @Seahawks Haha. Not quite. Top 10 in pass Yards Per Pass attempt.,0,Twitter for iPhone,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-23 19:08:40,"We'll have a new @Locked_Seahawks going live at 3 PM PT today!

Diving into Seattle's 2023 opponents and our first… https://t.co/sqUSz4HpeQ",1,Twitter Web App,
93.3 KJR,43278228,Seattle,2023-01-23 19:08:24,.@MikeDugar is back for his weekly visit w/ @JasonPuckett20 &amp; @cougsgo to talk about the Seahawks offseason &amp; much… https://t.co/4LroUkLz3B,0,Twitter Web App,
Corbin K. Smith,718393346,"Seattle, WA",2023-01-23 19:04:10,No #Seahawks selected to the @PFWAwriters All-NFL team. Jason Myers was selected to All-NFC team. https://t.co/LJX5EPy28g,0,Twitter Web App,
Bob Condotta,20602082,"Seattle, WA.",2023-01-23 19:01:53,"No Seahawks on the All-NFL team. PK Jason Myers made it on the All-NFC team. As noted here, more awards announced t… https://t.co/H0lUZVxqkv",1,Twitter Web App,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-23 18:57:40,"Another football pong competition!

#GoHawks x @walottery https://t.co/mh7jTVkoTh",9,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-23 18:45:04,Geno Smith named one of most valuable 2023 free agents https://t.co/NQhuJVeTz7,1,Chorus publishing platform,
"Dugar, Michael-Shawn",52543345,"Seattle, WA",2023-01-23 18:41:31,"Looking back at how the #Seahawks rookie class played on defense, there’s a lot to like. Already have good foundati… https://t.co/M3ZmLuB2bg",1,Twitter for iPhone,
matt ⛵️,231340465,seattle,2023-01-23 18:31:19,Seahawks 4th to last as a playoff team with the 5th overall pick in this draft… https://t.co/1mDTIIEV5g,0,Twitter for iPhone,
Ryan!,94123242,"Snoqualmie, WA",2023-01-23 18:30:33,Conspiracy theory that apparently only I subscribe to: hating the 49ers is a corporate ploy developed by Seahawks e… https://t.co/uHIL7YR5vk,0,Twitter Web App,
Jeff,90329934,"Redmond, WA",2023-01-23 18:18:20,"@dickfain With that said, do you think the #Seahawks should take CJ Stroud or Will Levis (whoever is still there) i… https://t.co/elwQxq6vAK",0,Twitter for iPhone,
