username,userid,profile_location,created_at,text,retweet_count,source,coordinates
Jonathan,788537704132718592,"Seattle, WA",2023-01-23 01:14:15,So this is what it’s like being a Cowboys fan???? #Playoffs #Seahawks,0,IFTTT,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-23 01:14:01,"Top IDL for Seahawks to consider in free agency: Javon Hargrave, Dremont Jones, Daron Payne",3,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-23 01:13:59,"📝 𝚂𝙴𝙰𝚂𝙾𝙽 𝚁𝙴𝙿𝙾𝚁𝚃 𝙲𝙰𝚁𝙳 📝

Geno Smith: 𝐁+
Kenneth Walker III and the RBs: 𝐁+
Uchenna Nwosu and the D-line: 𝐂-

More vi… https://t.co/ayUUIZoz7n",0,Echobox,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-23 01:10:48,"Vikings, Dolphins request DC interviews with Seahawks' Sean Desai https://t.co/FE7f5alEfl",0,FANpeeps.com,
Greg Woodfill,2321437310,Title Town 206,2023-01-23 01:04:42,"We need a Parsons.
#Seahawks   #NFLDraft2023",0,Twitter for Android,
Tev,1499550628913295361,Tacoma,2023-01-23 00:55:16,I peep some of y’all Seahawks fans rooting for the opps today. Y’all the police in my eyes,0,Twitter for iPhone,
Psalm Terry,22321267,"Seattle, WA",2023-01-23 00:42:42,Why are the Cowboys able to play this well against the Niners? What sets them apart from the @Seahawks?  “Cowboys a… https://t.co/f5M1zdkDrv,0,Twitter for iPhone,
Ali,547389175,"Everett, WA",2023-01-23 00:35:15,Last week every completed pass Purdy had there was no one within 5 yards of the receiver. Now he’s playing a real d… https://t.co/3kvKVyKxu4,0,Twitter for iPhone,
Tonya Bailey,262185458,"Lake Stevens, WA",2023-01-23 00:34:34,"My #Seahawks may have been one and done, and yes, I feel like total shit because treatment for cancer fucking sucks… https://t.co/ABy1C2bp3P",5,Twitter for iPhone,
Brandon Beals,91444203,"Seattle, WA",2023-01-23 00:29:55,Dallas D is way better than the Seahawks D. The Niners getting stopped on plays that torched the Hawks. #DALvsSF,0,Twitter for iPhone,
Percy Yamni ✋,64720536,"Marysville, WA",2023-01-23 00:21:12,I want Seahawks to have a badass pass rush ! 🙏,0,Twitter for Android,
Brian Nemhauser,66154578,"Bellevue, WA",2023-01-23 00:19:29,Cowboys are doing an amazing job of keeping their OL from going five yards downfield on throws. Seahawks coaches an… https://t.co/sWqrYgBYLI,2,Twitter for iPhone,
Bobby Read,33774640,"Duvall, WA",2023-01-23 00:07:03,@FieldGulls Go Cowboys. Unless they are playing the Seahawks.,0,Twitter for iPad,
Mohammad,789246436919549952,"Seattle, WA",2023-01-23 00:02:58,All these NFC teams looking weak. Seahawks gonna run this conference next season 😂,5,Twitter for iPhone,
Neema Hodjat,1266173347,"Seattle, WA",2023-01-22 23:57:26,@robstaton Watching Burrow makes me want the Seahawks to snag a QB if they love one of the options at 5. Bengals wi… https://t.co/tLYZj0foUc,0,Twitter Web App,
Adam Powers 🌎,2583794691,"Seattle, WA",2023-01-22 23:54:32,"@FieldGulls If the @Seahawks don't make it to the Super Bowl, I hope an NFC West team does.",0,Twitter for iPhone,
Sports ON Tap Seattle,1084300391599067136,"Seattle, WA",2023-01-22 23:49:09,Best one is the Seahawks. https://t.co/8l8Z4Acxmj,47,Twitter for iPhone,
Jixon,150761247,"Seattle, WA",2023-01-22 23:47:22,"#Niners fans are something else man 😂😂

They still don’t realize the Seahawks are in the middle of a rebuild 🤷‍♂️ https://t.co/EfSL2sKmXL",0,Twitter for iPhone,
Matt,912094622431698944,"Kent, WA",2023-01-22 23:43:19,"@GeeScottSr As a long time Seahawks fan I still hate the Broncos, Raiders, and Chiefs more than the NFC west.",0,Twitter for iPhone,
Jennifer Watts,328853975,Seattle,2023-01-22 23:41:05,@Cheetara1986 I'm a Seahawks fan and cannot physically root for the 49ers. LOL,0,Twitter Web App,
HugLife,382955482,"Seattle, WA",2023-01-22 23:41:03,@SteveLemme But as a Seahawks fan I am struggling maybe they both lose,0,Twitter for iPhone,
Sue Mason,458737043,"Seattle, WA",2023-01-22 23:40:41,"@GeeScottSr I mean, don’t we, as Seahawks fans, want the NFC West to represent?  Also, eff Dallas.",0,Twitter for iPhone,
Gee Scott Sr.,42185151,"Seattle, WA. ",2023-01-22 23:36:12,"Seahawks fans gonna be mad at me for this, so I apologize in advance. So, I hate the Cowboys more than I do the Nin… https://t.co/ppfanx5s4w",1,Twitter for iPhone,
Quiese,388066557,"Tacoma, WA",2023-01-22 23:18:18,Dallas don't let #Seahawks fans down today please 🤣🤣 fuk the fortywhiners let's goooooo cowboys #DALvsSF #CowboysFootball #CowboysNation,0,Twitter for Android,
Greg Woodfill,2321437310,Title Town 206,2023-01-22 23:13:55,"Hell will freeze over before I ever root for the 49ers.
Gotta go with the best of two evils.
America's Favorite ""Me… https://t.co/xLhLdlmI65",0,Twitter Web App,
Sami Jarjour,162219630,"Seattle, WA",2023-01-22 23:11:05,"Not sure if I’ve ever actively rooted for the Dallas Cowboys… BUT TODAY IS A NEW DAY. 

Would love to see the 49ers… https://t.co/s857lrFLb6",5,Twitter for iPhone,
Norbert Caoili,43278778,"Seattle, Washington",2023-01-22 23:08:21,"I'm back! Let's watch this game together! @cowboys vs @49ers ! #12s @seahawks #gohawks 

https://t.co/zKYg0YCcce",4,Twitter Web App,
fati ｡♡·˚,1531892782142455810,"Seattle, WA",2023-01-22 23:06:30,@lzb3ttp BRI LE VAS A SEAHAWKS?!!!1!1!1!!!!!!!,0,Twitter for iPhone,
Sami Jarjour,162219630,"Seattle, WA",2023-01-22 23:04:11,"This game just shows how hard it is to win in the NFL. 

Josh Allen and the Bills have been GREAT for 3 years. Not… https://t.co/yWkBEQA76w",2,Twitter for iPhone,
Emerald City Sporting News,1074934927378923520,"Seattle, WA",2023-01-22 22:58:34,"OTD (2006): Matt Hasselbeck ➡️ Seneca Wallace in the NFC Championship Game

(Credit: @NFLonFOX )
#Seahawks https://t.co/tLK8uNcmNb",28,Twitter for iPhone,
Zack Peggins,28515519,"Seattle, WA",2023-01-22 22:55:31,hmmm trouble in paradise for the Josh Allen &amp; Stefon Diggs right now? Diggs to the Seahawks? idk tho. https://t.co/HFM9BqWyaB,0,Twitter Web App,
Jaket,1567666836094996480,Seattle,2023-01-22 22:54:31,@cman126 @thisisjusttcod @Italian_Stal25 @DaveSturchio @royer_caden @nflrums I'm a Seahawks fan and I've never hear… https://t.co/duIpN5NkMm,0,Twitter Web App,
robbie,1179908893754814464,"Seattle, WA",2023-01-22 22:50:39,@mookieplzhomer seahawks and rams fans coming together today🤝,0,Twitter for iPhone,
Jaket,1567666836094996480,Seattle,2023-01-22 22:50:21,@Dwh1tesburner @dallasmadehim @Zacjonesfan @nflrums At least they have hope😂 As a Seahawks fan all I've heard is Je… https://t.co/iDeGpworlF,0,Twitter Web App,
John Fraley,892784155,Seattle,2023-01-22 22:49:04,Watching the Bengals harass Josh Allen all day reminds me that for how otherworldly the LOB was -- AND THEY WERE OT… https://t.co/WSbbARn5e5,1,Twitter for Android,
Chris,4478934739,"Renton, WA",2023-01-22 22:48:27,"@Justin_Nomura_ Yeah and she is a nice lady that has the dog. She is s big Seahawks fan. 
I just don't have the hea… https://t.co/GLyErAy12U",0,Twitter for Android,
Brock Huard,1260403568,Seattle,2023-01-22 22:43:16,"I love how Cincinnati plays defense.  They never give you the same look twice, they consistently play downhill &amp; ho… https://t.co/XNKXpbftoo",16,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-22 22:38:49,It’s time to look back again on the Seahawks' 2022 campaign as beat reporters @bcondotta and @A_Jude hand out their… https://t.co/zXjc6M7ECX,0,Echobox,
Dara,1228484076,"Seattle, WA",2023-01-22 22:33:35,"@coachsmart10 @Softykjr @EQCsportsbook Ok get the bus 🚌, you're outta here cause no real Seahawks fans will ever root for the niners",0,Twitter for Android,
John Fraley,892784155,Seattle,2023-01-22 22:21:10,a very seahawks fan specific tweet yw yw,0,Twitter for Android,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-22 22:21:10,"Is the #Seahawks defense playing against the #Bengals today?🫣

#Bills #CINvsBUF",0,Twitter for iPhone,
Jamie Howard Jr.,1476395450,"Tacoma, WA",2023-01-22 22:19:32,@SolefoodApparel @EvThomas6786 @49ers As a Seahawks fan hate the 49ers (respectfully) but I’ll be rooting for y’all… https://t.co/KxJTVZYf73,0,Twitter for iPhone,
Jonathan,788537704132718592,"Seattle, WA",2023-01-22 22:15:25,@dannykanell @DeanBlandino @MikePereira @GeneSteratore Incomplete!  At the 6 second mark you can see the ball shift… https://t.co/kPCZ9qWwhE,0,IFTTT,
Everett Herald,14178003,"Everett, WA",2023-01-22 22:14:00,"Offseason moves signaled a rebuild, but journeyman QB Geno Smith emerged as a star and led a young Seattle squad to… https://t.co/Ybjv9M2D2K",0,SocialNewsDesk,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-22 22:11:10,Keep or Walk: Seahawks free agents and potential outcomes https://t.co/jUfd37eymb,0,FANpeeps.com,
Jolene Aldridge,29819963,"Seattle, WA",2023-01-22 22:05:24,@Seahawks @qdiggs6 Happy Birthday,0,Twitter for Android,
shelly.,23777025,"University Place, WA",2023-01-22 22:03:57,"you’re a different level fan to sit through a snow game, i went to a seahawks one awhile back &amp; froze my ass off, i said never again!",0,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-22 21:48:13,"📝 𝚂𝙴𝙰𝚂𝙾𝙽 𝚁𝙴𝙿𝙾𝚁𝚃 𝙲𝙰𝚁𝙳 📝

Geno Smith: 𝐁+
Kenneth Walker III and the RBs: 𝐁+
Uchenna Nwosu and the D-line: 𝐂-

More vi… https://t.co/TCtIBwV3dS",0,Echobox,
Gee Scott Sr.,42185151,"Seattle, WA. ",2023-01-22 21:27:03,"@ccoy23 For Seahawks, a 10. 

It’s like this. When you have a good woman or a good man, you don’t look to got get s… https://t.co/ltnhFDSeKy",0,Twitter for iPhone,
(parody),1212962162320130050,"Kenmore, WA",2023-01-22 21:22:59,"@SeattleKraken @Seahawks Still can’t fit Oleksiak into a tweet, tho.",0,Twitter for iPhone,
Greg Woodfill,2321437310,Title Town 206,2023-01-22 21:15:43,"Happy Birthday, @qdiggs6!🎉
#Seahawks #QuandreDiggs https://t.co/hD9VqHMSDk",3,Twitter Web App,
BIG LO HO HO SEA-FENCE!,25246153,Seattle Washington USA,2023-01-22 21:13:04,@themaryone1 @SeahawksLegends @shaunalexander @Seahawks @12s I saw me too!!!!! Miss ya Soda Marywasser!!,0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-22 21:11:15,"Report: Vikings, Dolphins request to interview Sean Desai https://t.co/ijpLpAjMSH",0,FANpeeps.com,
Nest Hawklings,1258422345825349633,Seattle,2023-01-22 21:05:55,@FreeSeahawksKra @Softykjr @EQCsportsbook no....if u would even think about rooting for SF in any playoff game EVER… https://t.co/z7v0FP65b5,0,Twitter Web App,
Dave “Softy” Mahler,63653875,"Seattle, WA",2023-01-22 21:04:09,"Heading to @EQCsportsbook for Cowboys/49ers at 3! 

If you’re a Seahawks fan rooting for SF: 1) Find pier 2) Jump off",15,Twitter for iPhone,
Jowee 💋,255858116,"Seattle, WA",2023-01-22 21:02:01,@Seahawks @GenoSmith3 Miss you 😢,0,Twitter for iPhone,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-22 21:01:00,No more Twitter crop! 🥹 https://t.co/jke2ACmskT,90,Twitter Web App,
Hawk Zone,1465171856072196097,"Seattle, WA",2023-01-22 21:00:31,@kaipytlinks @aydenoh @NFL_DovKleiman @Seahawks Why not have both,0,Twitter for iPhone,
Kris,163923801,"Seattle, Washington",2023-01-22 20:59:07,Seahawks and Dolphins https://t.co/E33CHfjxtx,0,Twitter for iPhone,
Kris,163923801,"Seattle, Washington",2023-01-22 20:59:00,@RyansCardssLLC Seahawks and Dolphins,0,Twitter for iPhone,
Gee Scott Sr.,42185151,"Seattle, WA. ",2023-01-22 20:33:12,"I believe agendas and politics really get in the way of putting the best football player out there. 

“Don’t catchu… https://t.co/HICFDZWgMT",0,Twitter for iPhone,
Kevin Cleary,262961555,"Seattle, WA",2023-01-22 20:31:36,If the Bills lose this game I really think Josh Allen has to be traded to the Seahawks. Don’t really see any other solution,1,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-22 20:30:30,"What do you hope the Seahawks do in the draft?

https://t.co/U1sg4guCEa",1,TweetDeck,
Scott Lemieux,52253024,"Seattle, WA ",2023-01-22 20:25:41,"Bills have major Seahawks post-Super Bowl vibes, and one obvious similarity is schematically plain vanilla defenses… https://t.co/0UyeG5BmLp",0,Twitter Web App,
Eric Hansman,175679840,"Seattle, Washington",2023-01-22 20:25:33,Seahawks once led 14-0 in a Divisional playoff game in the snow and wound up losing by 22 so……,0,Twitter for iPhone,
Jake Greene,1434579625288482816,"Snohomish, WA",2023-01-22 20:15:17,Definitely need more of the throwback jerseys. Can't wait for the new ones to come out. #Seahawks #GoHawks #Weare12… https://t.co/f0upO82eSd,0,Twitter for Android,
Jonathan,788537704132718592,"Seattle, WA",2023-01-22 20:15:01,HAPPY BIRTHDAY @qdiggs6 https://t.co/XS7BndM3DI #Seahawks,0,IFTTT,
Seattle Seahawks,1554660191806840832,"Seattle, WA",2023-01-22 20:02:30,Dev games suck.. but we got what we came for! https://t.co/JxOhs9E5H0,0,Twitter for iPhone,
C H A R I S M A,1576096270183456768,"Redmond, WA",2023-01-22 20:00:54,@Seahawks @qdiggs6 HAPPY BIRTHDAY #6 🎉🎁🎊🎈🎂 wishing you a blessed birthday 🥳,0,Twitter for iPhone,
Hawktimistic Salmon,1284185972364599296,"Seattle, WA",2023-01-22 19:55:54,@KingOfPhinland Pretty sure this is why the Seahawks gave him that associate head coach title. Might make it a bit harder to hire him away.,0,Twitter Web App,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-22 19:49:06,SF safeties T Gipson and T Moore are both free agents in 2023 #seahawks,1,Twitter for iPhone,
DAVIS HSU,55139282,"Bellevue, Washington",2023-01-22 19:35:32,"49ers Draft picks in 2023: 3,3,5,5,7,7 and the 3s are at the end of the round. #seahawks",1,Twitter for iPhone,
CindyM🧡🖤💙💚💛🇺🇲🇺🇦,191508694,"Seattle, WA",2023-01-22 19:33:15,@Seahawks @qdiggs6 Happy Birthday 🎂 💙💚🏈,0,Twitter for Android,
Blitz the Seahawk,199390200,"Seattle, Washington",2023-01-22 19:32:32,HAPPY BIRTHDAY @qdiggs6 https://t.co/iFOxhLg9d2,12,Twitter for iPhone,
Mamba🐐,1287832218618994688,Home,2023-01-22 19:07:08,@LxckTV seahawks better thooo,0,Twitter for iPhone,
Scott Gordon,475228076,"Everett, WA",2023-01-22 19:02:01,@___RLB___ @Seahawks Fuck yeah!!! I cant wait to see these uniforms again!!!,1,Twitter for iPhone,
Ryan,1496977125437370370,"Spanaway, WA",2023-01-22 18:54:54,@ilovejowee @Seahawks I second that! Go Hawks!!,0,Twitter for iPhone,
Brittney Bush Bollay ⚾️,21443,Seattle,2023-01-22 18:35:16,@timostlundfoss How is the Sounders graphic in a different place than the Seahawks graphic on the NFL version of this,0,TweetDeck,
seattle newswire,1517978818132135936,"Seattle, Washington",2023-01-22 18:35:00,"Seahawks star, real estate agent Tyler Lockett helps teammate buy house  - KOMO News https://t.co/AMhXMXRLmV",0,seattlebrief,
Jowee 💋,255858116,"Seattle, WA",2023-01-22 18:34:49,Miss you @Seahawks,3,Twitter for iPhone,
Sugar's Cabaret,1086447233078153216,"10338 Aurora Ave N, Seattle WA",2023-01-22 18:05:06,@Seahawks @qdiggs6 Happy Birthday to a great #Seahawks,0,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-22 18:00:31,"Tyler Lockett announced on Twitter that he helped fellow Seahawks wide receiver Penny Hart buy a new home.

https://t.co/n9FbiY4pzg",7,TweetDeck,
Patrick — Go Seahawks! 🇺🇸🇺🇦🇵🇭,1552996467144417281,Seattle/King County,2023-01-22 17:53:31,@PartainMarci Ugh can’t stand him! I watched the Lions/Packers game and the moment Detroit clinched that victory us Seahawks went wild!,0,Twitter for iPhone,
Charles,984211844809211904,"Seattle, WA",2023-01-22 17:47:26,@CirclingSports @Seahawks @qdiggs6 Happy birthday @qdiggs6,0,Twitter Web App,
Michael,1609905865,Seattle,2023-01-22 17:40:47,"In a few weeks, NFL football will be over and the start of the #Seahawks march to LVIII will start. 

Also my DAWGS are on their way",0,Twitter for Android,
Patrick — Go Seahawks! 🇺🇸🇺🇦🇵🇭,1552996467144417281,Seattle/King County,2023-01-22 17:40:09,"@PartainMarci this is why I think some Seahawks fans are obnoxious, they say things like:

“We have no business bei… https://t.co/UnxkC9dueT",0,Twitter for iPhone,
KWR13,2995150224,"Gig Harbor, WA",2023-01-22 17:37:27,Factoid if the day…#Seahawks #SeaUsRise https://t.co/66dX4ydyeo,0,Twitter for iPhone,
Circling Seattle Sports,1215145317340827648,"Seattle, WA",2023-01-22 17:30:00,"Let's all wish a very HAPPY BIRTHDAY to @Seahawks free safety Quandre Diggs!! Happy Birthday @qdiggs6!

Photo by Ky… https://t.co/EH3bqGCXkr",2,Twitter Web App,
Jowee 💋,255858116,"Seattle, WA",2023-01-22 17:27:25,@Seahawks @hollberry03 @qdiggs6 Happy birthday Quandre!!!!!,0,Twitter for iPhone,
Joel Smith,6600152,"Seattle, WA",2023-01-22 17:23:48,@itsa_john Ultimate poverty franchine doesn’t even know how to tale a W cuz never swept the Seahawks before in 10 years 😂😂😂😂😂😂,0,Twitter for iPhone,
BEYONCÉ/MARIAH/DK/JULIO/GRANDE DAME stan acct,81276910,"Seattle, WA",2023-01-22 17:19:38,@Seahawks @qdiggs6 Our AQUARIUS ♒️ BALL HAWK KING,0,Twitter for iPhone,
Noah Gregg,327121513,"Tacoma, WA",2023-01-22 17:18:41,"@Dschrempf @CoachKarl22 Happy Birthday Detlef! I didn’t realize ours are so close. I’m today, the 22nd. It was grea… https://t.co/QC0YtabGS1",0,Twitter for iPhone,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-22 17:16:45,"Happy Birthday, @qdiggs6! 🥳 https://t.co/9Po838W7vS",104,Twitter for iPhone,
Ayden Oh,929053250,"Seattle, WA",2023-01-22 17:15:54,@NFL_DovKleiman @Seahawks would love to have you,0,Twitter for iPhone,
David Anthony,449230476,"Bainbridge Island, WA",2023-01-22 17:11:58,Seahawks fans in 2030: https://t.co/UfSqfhU13f,0,Twitter for iPhone,
Seattle Times Sports,22992724,"Seattle, WA",2023-01-22 17:04:37,This should be one of the most anticipated NFL drafts the Seahawks have had. Here’s a look at five prospects they c… https://t.co/5a19s385oj,1,Echobox,
Brady Henderson,157078263,Seattle,2023-01-22 17:00:18,Pete Carroll and John Schneider have both praised Canales publicly for the work he’s done with Smith this year. He’… https://t.co/cfpR3uwHy0,5,Twitter for iPhone,
Michael Gartrell,547921720,Seattle,2023-01-22 16:55:53,"@yourboyeddie I too, was at that game. That was the first time I felt that stadium shake. The whole building felt e… https://t.co/hrvaw2nMeD",0,Twitter for iPhone,
Jeff Mustonen - Penix 4 Heisman,1958942330,"Bothell, WA",2023-01-22 16:40:40,@MattMikolas Not many folks would make me question my Seahawks fandom. He would.,0,Twitter for iPhone,
Nate Tepp,19522815,Seattle,2023-01-22 16:34:21,It makes sense. Seahawks have owned the 49ers since joining the NFC West. 28-16 record against the 49ers. 9 Divisio… https://t.co/0hMrILJDog,0,Twitter Web App,
Nate Tepp,19522815,Seattle,2023-01-22 16:34:01,@NinersNation It makes sense. Seahawks have owned the 49ers since joining the NFC West. 28-16 record against the 49… https://t.co/Sl3JzxyfWP,0,Twitter Web App,
Seattle Seahawks,23642374,"Seattle, WA",2023-01-22 16:30:00,"We wish you good fortune, health, and peace to all in the New Year! https://t.co/GxT4iK39Iz",50,Twitter Media Studio,
Drew$ki206,878134656893202433,"Washington, USA",2023-01-22 16:13:00,"Naaaaah, us Seahawks fans are Cowboy fans today. https://t.co/7oO9U3N4xw",0,Twitter for iPhone,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-22 16:05:37,Here’s all the latest Seattle news from the weekend.  https://t.co/ePrpDkAQTd,0,True Anthem,
Bhavisha Patel,46745463,Seattle,2023-01-22 15:56:19,Huge Seahawks fan. Currently rooting for Joe Burrow and the @Bengals https://t.co/XoTAbVF8CU,0,Twitter for iPhone,
Jeremiah Oshan,55305443,Seattle,2023-01-22 15:42:43,@pnwsean @sounderatheart @WeAreECS And why not Seahawks is pretty self explanatory,0,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-22 15:30:09,Tiers of importance for Seahawks free agency https://t.co/UckGPJLsJr,0,Chorus publishing platform,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-22 15:00:30,"After tearing his quadriceps tendon in the opener, Seattle Seahawks safety Jamal Adams will still likely need the w… https://t.co/znx0A3wmZe",0,True Anthem,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-22 14:35:52,The Seattle Seahawks’ playoff resume since losing Super Bowl XLIX has been less than stellar. Seattle is 3-6 in the… https://t.co/K06fcZGe3c,1,True Anthem,
Field Gulls,23483385,"Seattle, WA",2023-01-22 14:30:06,"Report: Vikings, Dolphins request to interview Seahawks Associate Head Coach Sean Desai  https://t.co/F5nss440sK",0,Chorus publishing platform,
Hawksunited,1369977918957494273,"Seattle, WA",2023-01-22 14:18:14,"#Dolphins, #Vikings request to interview #Seahawks associate head coach Sean Desai for vacant DC jobs, per Ian Rapoport.",0,Twitter for iPhone,
KOMO News,16086928,"Seattle, WA",2023-01-22 14:00:00,"The Seahawks signed Pro Bowl kicker Jason Myers to a four-year contract on Wednesday.

https://t.co/UKD3wgRPBM",1,TweetDeck,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-22 13:35:11,The Seattle Seahawks were bounced from the 2022 playoffs in a blowout loss to the San Francisco 49ers. While many e… https://t.co/0brlK6WuFk,0,True Anthem,
Hamboner,27218769,"Seattle, WA",2023-01-22 13:27:36,@SeanMcKillip @MLBcathedrals You are all wrong. It was recycled into Seahawks Stadium. The first naming rights (Qwe… https://t.co/CjVKqWvBSO,0,Twitter for Android,
Jonathan,788537704132718592,"Seattle, WA",2023-01-22 13:14:47,At what age should you stop flying with your own pillow? #Seahawks,0,IFTTT,
The Seahawks Wire,796447999962574848,"Seattle, WA",2023-01-22 13:00:40,Here is how top 10 teams rank in regards to their total draft pick value according to Tankathon.  https://t.co/CZmCDGBNoJ,0,True Anthem,
Jonathan,788537704132718592,"Seattle, WA",2023-01-22 12:18:44,@TheBenderNation If you have cake for dinner what’s for dessert????? #Seahawks,0,IFTTT,
Sean,23404975,"Seattle, WA",2023-01-22 11:11:48,"@sounderatheart @JeremiahOshan @WeAreECS In January 2021, Seattle’s Virginia Mason, announced the newly formed Virg… https://t.co/0FYoAJbjJ4",0,Twitter for iPhone,
Seattle Mariners ⚾️ from The Seattle Times,1053024265572761600,"Seattle, WA",2023-01-22 06:30:04,Mariners position analysis: M’s hope healthier J.P. Crawford is still the answer https://t.co/gaBa8LoojH https://t.co/dNsSCUyKn9,0,dlvr.it,
Jonathan,788537704132718592,"Seattle, WA",2023-01-22 06:18:34,@K9Arlo @Kyle253_ @Seahawks Well played! #GoHawks #Seahawks,0,IFTTT,
Mohammad,789246436919549952,"Seattle, WA",2023-01-22 06:16:35,Going from Seahawks golden years to Chiefs golden years will do that. He  missed playoffs only once 😭 https://t.co/37yKcPD9ep,2,Twitter for iPhone,
Blitz the Seahawk,199390200,"Seattle, Washington",2023-01-22 05:54:30,@K9Arlo @Kyle253_ @Seahawks Well played! #GoHawks,0,Twitter for iPhone,
Ian Anderson,2350769731,"Seattle, WA",2023-01-22 05:32:03,"@runultras @DannyDimesGOAT @BilluhHanks @AidanSeahawk @SNFonNBC @ProFootballTalk I’m totally with you, they had a g… https://t.co/ZStxZIOqOu",0,Twitter for iPhone,
Eric Yang,111426479,Seattle ,2023-01-22 05:27:29,"If the top 3 picks are at QB, it would allow the Seahawks at number 5 to pick the best DL or OL avalaible.",0,Twitter Web App,
John Fraley,892784155,Seattle,2023-01-22 04:56:05,Tomorrow. The Cowboys defense won't waste Brock Purdy's mistakes like the Seahawks did. Be interesting to see how t… https://t.co/Vs5U73zV8Y,0,Twitter for Android,
TWOSTON,1461115877751803911,"Seattle, WA",2023-01-22 04:51:45,"@handall77 @BenOndaTop Genuinely curious since it looks like you are a Seattle fan, do you feel the Seahawks should… https://t.co/g9cM4spUZl",0,Twitter Web App,
Seattle Sports,22961177,"Seattle, Washington",2023-01-22 04:46:00,Three stats that went under the radar from the surprising 2022 #Seahawks season jump out to @BrockHuard -- one in e… https://t.co/and6lt5Wq6,1,TweetDeck,
Nelson Estrada,1601351208685342722,"Seattle, WA",2023-01-22 04:40:27,@Seahawks have 4 picks in the top 60!  Including #5! They definitely won on the @Broncos trade.,0,Twitter for iPhone,
Tony Softli,162074384,"Seattle,WA",2023-01-22 04:39:39,Sending a shout out to my man @Curtis_Crabtree who did a GREAT JOB on FOX13 tonight!  #NFLPlayoffs #Seahawks,0,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-22 04:31:25,"I'm glad it took Arizona way too long to realize Haason Reddick is actually not an inside linebacker.

Would've bee… https://t.co/Q9ggHmscvj",0,TweetDeck,
janiehank,15411799,"Kent, Washington",2023-01-22 04:26:19,@Trevorlawrencee You are a class act and with a tremendous future. I’m a diehard Seahawks fan and now a fan of yours.,0,Twitter for iPhone,
⚓️BBallmase🇺🇸🇻🇮,546232716,"Seattle, WA",2023-01-22 04:21:11,@AdamSchefter Give me some Love and Sheppard my Seahawks! https://t.co/mlUl1Gveix,0,Twitter for iPhone,
Field Gulls,23483385,"Seattle, WA",2023-01-22 04:17:29,"The Giants losing means that for the 2nd time in 3 seasons, the Seahawks did not hold a regular season win over a t… https://t.co/wC7VB84Pt3",4,TweetDeck,
Corey Willits,749480700751933440,"Bothell, WA",2023-01-22 04:10:52,@Jkrom34 Seahawks traded him and got the resources to trade back up to the second and draft Metcalf,0,Twitter for Android,
Grand Salami Sports Cards,1356655773959430144,"Seattle, WA",2023-01-22 03:49:03,@cj_cady But I am a Seahawks fan and Geno was magically good this year,0,Twitter for iPhone,
Luke,389482944,"Seattle, Washington",2023-01-22 03:48:44,@NinerNick_22 @Keener765 What the heck?,0,Twitter for iPhone,
Luke,389482944,"Seattle, Washington",2023-01-22 03:47:10,@Softykjr Always OKC.  Forever OKC.  Unquestionably OKC.  and Starbucks.,0,Twitter for iPhone,
Luke,389482944,"Seattle, Washington",2023-01-22 03:45:28,@hawkblogger Agreed.  I thought running him out there before full tests was completely idiotic.,0,Twitter for iPhone,
Elliot Scheidtmann,1459615689652588546,Home,2023-01-22 03:29:11,@flywaglesfly @_AKidFromQueens @NFL We beat Chargers and Seahawks seems like they are better then both those teams.… https://t.co/pcwhOjJWf7,0,Twitter for iPhone,
Rain City Cards,1282832286963036160,"Seattle, WA",2023-01-22 03:22:52,"@rogerrogerspor1 If it makes you feel any better, I’m literally only cheering for him because I want this cards to… https://t.co/4AiXNSdy1y",0,Twitter for iPhone,
Seattle Seahawks Peeps,60922487,Seattle,2023-01-22 03:10:37,Report: Longtime Seahawks assistant eyed by Ravens for OC role https://t.co/dqXC7YpCV4,0,FANpeeps.com,
Cary Williams,1371837139126718473,"Seattle, WA",2023-01-22 03:09:03,@oVoCHRlS @trumplostsuckit Your argument is that the Seahawks can’t be rebuilding because they made the playoffs? H… https://t.co/tU8SjUw6SF,0,Twitter for iPhone,
