username,userid,profile_location,created_at,text,retweet_count,source,coordinates
KINGDOM JEFF ❤️🏈🏹💛,1340326398,"Phoenix, AZ",2023-01-15 00:22:23,The Seattle Seahawks conclude their season 9-9 &amp; have the No. 5 Pick in the NFL DRAFT.,0,Twitter for iPhone,
winewitch1111,1412149919347986443,"Phoenix, AZ",2023-01-15 00:20:27,Let’s guess how many times the @Seahawks get called for ineligible player Down field?,0,Twitter for iPad,
Mr. Argue,1500365596264779776,"Phoenix, AZ",2023-01-15 00:20:02,@Seahawks Change the damn kick returner already wtf He legit runs right into the pile on the 20yd line every damn time stoooopid #Seahawks,0,Twitter for iPhone,
Branden Marotta,4720132772,"Phoenix, AZ",2023-01-15 00:19:17,"Good news: The Seahawks are gonna lose
Bad news: The Niners are gonna win",0,Twitter for Android,
Mr. Argue,1500365596264779776,"Phoenix, AZ",2023-01-15 00:18:37,@Seahawks Shut up.,0,Twitter for iPhone,
Unky,424619426,"Phoenix, AZ",2023-01-15 00:18:19,Left the function and seen the Seahawks down 41 to 17. Crazy,0,Twitter for Android,
Luke Lapinski,58324585,"Phoenix, AZ",2023-01-15 00:16:43,Seahawks about to go on Kliff’s One-Way-Ticket-to-Thailand plan.,0,Twitter for iPhone,
PHX B,1383575316879208456,"Peoria, AZ",2023-01-15 00:14:24,Niners got the Seahawks with they head hanging off the side of the bed smh,0,Twitter for iPhone,
Cole Outlaw,3166170648,"Surprise,AZ ",2023-01-15 00:14:23,"I was surprised Seahawks even made it to the playoffs &amp; I am sure they will do even better next season.
#GoHawks",0,Twitter for iPhone,
DVD,1075460130689376257,"Scottsdale, AZ",2023-01-15 00:12:56,49ers could’ve at least bought the Seahawks dinner before they destroyed them like this,0,Twitter for iPhone,
Astoban☄️,1432262524607492099,Phoenix,2023-01-15 00:10:02,"@tomgrossicomedy Cardinals own the Seahawks, lmao.",0,Twitter for iPhone,
Mr. Argue,1500365596264779776,"Phoenix, AZ",2023-01-15 00:09:59,Wow. @Seahawks Talk about walking away from a game when ya winning it SMH and yet the side line is saying calm down… https://t.co/S0lQ5Xje5J,0,Twitter for iPhone,
DOM,814512636427530240,"Phoenix, AZ",2023-01-15 00:09:39,Seahawks getting violated,0,Twitter for iPhone,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-15 00:08:55,@CGBBURNER @highlghtheaven That’s why they lost to the Seahawks right,0,Twitter for iPhone,
Phil,1075805718563971072,"Phoenix, AZ",2023-01-15 00:08:52,Seahawks really went into half up 1pt and thought they was fine and made no changes 😒,0,Twitter for iPhone,
chihuahuamom,24645406,"Phoenix, AZ",2023-01-15 00:08:24,I’ve seen enough 😢 #seahawks,0,Twitter for iPhone,
Janoya14,1340954508294164483,"Glendale, AZ",2023-01-15 00:07:59,Seattle already packing it in🤣🤣🤣🤣🤣🤣 @Seahawks,0,Twitter for Android,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-15 00:07:58,@highlghtheaven Seahawks beat them,1,Twitter for iPhone,
Richie Bradshaw,419059025,"Surprise, AZ",2023-01-15 00:07:34,Seahawks getting run off the field,0,Twitter for iPhone,
StephonK.,29150830,"Phoenix, AZ",2023-01-15 00:07:34,The 9ers are putting a certain extremity in every hole of the Seahawks in this second half,0,Twitter for iPhone,
nate hughes 🇺🇦,256965082,phoenix,2023-01-15 00:07:32,"Oh yes! Kicking the Seahawks ass! Nothing more beautiful!!!
#49erFaithful",0,Twitter for iPhone,
Anthony 🔰 土着,4098501133,"Phoenix, AZ",2023-01-15 00:07:09,this Seahawks Niners game got out of reach fast,0,Twitter for Android,
Colton Phillips-Koch,1182878656558845953,"Phoenix, AZ",2023-01-15 00:06:28,@doulbedoink Tbf I would say the Seahawks are a good team who could hang with every other nfc playoff team they just ran into a buzzsaw,0,Twitter for iPhone,
JeffreyD ⚡️,366828941,"Phoenix, AZ",2023-01-15 00:04:58,"@Seahawks it's time to invest in your front 7. 

Sincerely,

A Concerned 12th Man.",0,Twitter Web App,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-15 00:04:51,At least I still have the #BillsMafia!!  #Seahawks https://t.co/lJig63H9XT,0,Twitter for iPhone,
NPiRSprtz 🇺🇦 Слава Україні!! Stop the war!!,1185766026790592512,"Goodyear, AZ",2023-01-15 00:04:45,Deebo with the dagger to the #Seahawks!!! #SuperWildCard #FTTB #SEAvsSF https://t.co/iKDdJmoGeu,0,Clippit,
Caleb Duarte,137819016,"Phoenix, AZ",2023-01-15 00:04:08,"DEEBO. 

TWIST HIS ANKLE YOU BUMS @Seahawks !!",0,Twitter for iPhone,
Ky,3854226074,"Phoenix, AZ",2023-01-15 00:04:04,The season was a win in my book. Only up from here #Seahawks,0,Twitter for iPhone,
Big D,223489297,"Phoenix, AZ",2023-01-15 00:03:21,Purdy gives the Seahawks a fear boner.,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-15 00:03:18,"Well fuck, that is the game. Much rebuilding and we’ll be back better than ever next year! I’m happy Russell Wilson… https://t.co/9nV3Q1UjJA",0,Twitter for iPhone,
Jacob Alvord,935007457,"Phoenix, AZ",2023-01-15 00:02:53,@NotSaulGoodMan_ @NFL @Seahawks Welp. 😂,0,Twitter for Android,
mark,1274128734472175616,"Scottsdale, AZ",2023-01-15 00:02:53,Prayers down @Seahawks,0,Twitter for iPhone,
InuHanyou1701 🏳️‍🌈 🇺🇦,398561773,"Phoenix, AZ",2023-01-15 00:02:47,That should put this game away. I love it when the Seahawks lose. 😄,0,Twitter for iPhone,
Kevin,248511770,"Phoenix, AZ",2023-01-14 23:59:57,FOX playing you had a bad day while showing the seahawks is perfect,0,Twitter for iPhone,
Yotes HereToStay in Tempe,275596863,"Peoria, AZ",2023-01-14 23:59:40,Seahawks falling apart and I love it. #SFvsSEA #NFLWildCard,0,Twitter for Android,
Andrew Black,1427626791724793859,"Phoenix, AZ",2023-01-14 23:55:53,This game is so fucking fixed @Seahawks,0,Twitter for iPhone,
Fw,213395081,"Phoenix, AZ",2023-01-14 23:54:38,Why Seahawks beefn wit a team they havent beat once this year. Lol,0,Twitter for iPhone,
Ryan Foster,282356476,"Scottsdale, AZ",2023-01-14 23:52:29,@YaySports22 @SportsCenter @ESPNNFL @Seahawks Brock Purdy,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 23:49:47,Fuuuuck man!! #Seahawks https://t.co/sFezl8srRn,0,Twitter for iPhone,
nate hughes 🇺🇦,256965082,phoenix,2023-01-14 23:49:40,"I hate the Dodgers most, but VERY VERY close is the Seahawks.",0,Twitter for iPhone,
jwon,1351845565823213572,"Phoenix, AZ",2023-01-14 23:44:35,@Seahawks @dkm14 pls make a stop please,0,Twitter Web App,
Hector Lopez,1460477733780144130,"Phoenix, AZ",2023-01-14 23:43:18,Good game Seahawks but it’s over now,0,Twitter for iPhone,
E. S. Gibson,1158562147581845504,"Phoenix, AZ",2023-01-14 23:42:13,"Caling it now, that heartbroken Seahawks fan is going to be a meme soon",0,Twitter for Android,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-14 23:41:37,@RealLifeWZRD Seahawks fumbled,0,Twitter for iPhone,
NPiRSprtz 🇺🇦 Слава Україні!! Stop the war!!,1185766026790592512,"Goodyear, AZ",2023-01-14 23:40:50,49ers D stepping up &amp; this is the Geno Smith we've come to know &amp; love. #SuperWildCard #FTTB #Seahawks #SEAvsSF https://t.co/ohgVeIlGbq,0,Clippit,
Tried And Still True,1344066895,"Arizona, USA",2023-01-14 23:39:58,Just got home and wtf Seahawks 🤬,0,Twitter for Android,
🏂,131239325,"Phoenix, AZ",2023-01-14 23:39:12,Seahawks left tackle was fucking clueless smh,0,Twitter for iPhone,
BAD BEE,128127972,PHX. ,2023-01-14 23:36:57,Seahawks keeping it interesting.,0,Twitter for iPhone,
Josh,171202876,The Citadel,2023-01-14 23:35:52,A whole ass man https://t.co/bIz36bSTsk,0,Twitter for iPhone,
james 🧬,230824979,"Phoenix, AZ",2023-01-14 23:35:20,Nah but the Seahawks are showing why Brady could make another SB run. All you need is some dawgs,0,Twitter for iPhone,
Martha,3235287085,"Phoenix, AZ",2023-01-14 23:35:07,@TheStonedKitty1 @JanetBelcher19 @DeirdreKrenz @KaresKaren @TransbianGrace @AngieFalangi @MelissaCoy419… https://t.co/fdB00BXPZO,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 23:32:27,Come on Hawks let’s keep it together and WIN this game!!!  #Seahawks,0,Twitter for iPhone,
Davey Death Ray,128469907,"Phoenix, AZ",2023-01-14 23:28:46,@richeisen @49ers The refs need to wake up and keep an eye out for the Seahawks personal foul/unsportsmanlike play… https://t.co/Su6VlpkAEG,0,Twitter for iPhone,
GolfNewsGo,1575899915145781248,"Scottsdale, AZ",2023-01-14 23:28:32,"PGATOUR: Golf first, football second.

@AndrewPutnam1 couldn't wait to watch his @Seahawks after his post-round int… https://t.co/mjWgeMQfGK",0,IFTTT,
Hannah Hamilton,1556468272945475584,"Phoenix, AZ",2023-01-14 23:25:08,@Seahawks Yah where big cock Brock scored on y’all,0,Twitter for iPhone,
Scotty Dean,1545660038454226945,"Phoenix, AZ",2023-01-14 23:24:43,@PHXFansApp Seahawks,0,Twitter for iPhone,
Davey Death Ray,128469907,"Phoenix, AZ",2023-01-14 23:21:59,@RGIII I still wish Shanahan didn’t let you go out and play in the Seahawks playoff game. You mighta still been pla… https://t.co/zoP8zuQbu9,0,Twitter for iPhone,
Davey Death Ray,128469907,"Phoenix, AZ",2023-01-14 23:20:17,@richeisen I don’t get the refs missing every personal foul the Seahawks commit,0,Twitter for iPhone,
Mathew,984678274319069184,"Glendale, AZ",2023-01-14 23:19:26,#23 from the Seahawks is a BUM,0,Twitter for Android,
Caleb Duarte,137819016,"Phoenix, AZ",2023-01-14 23:18:49,F the Seahawks. Low blow.,0,Twitter for iPhone,
KINGDOM JEFF ❤️🏈🏹💛,1340326398,"Phoenix, AZ",2023-01-14 23:18:20,The real mediocre Seahawks can appear now. This is strange.,0,Twitter for iPhone,
Josh,171202876,The Citadel,2023-01-14 23:07:29,When I watch the Seahawks in a big game https://t.co/cZ8O39UzjK,0,Twitter for iPhone,
Burt Macklin,28537006,"Phoenix, AZ",2023-01-14 23:02:47,I’m not saying the Ward penalty shouldn’t have been called because that’s a textbook penalty. But you can’t call th… https://t.co/nWBQYLteC5,0,Twitter for iPhone,
Jacob Alvord,935007457,"Phoenix, AZ",2023-01-14 23:02:13,@NotSaulGoodMan_ @NFL @Seahawks Hawks +9.5 is looking like free money. Divisional game. It's gonna be close.,0,Twitter for Android,
10,63296151,"Phoenix, AZ",2023-01-14 23:01:34,"@49ers are such a dirty team. Every year they must tell their players to hurt other players, especially the QB. The… https://t.co/Icd5EfuWqq",0,Twitter for iPhone,
chihuahuamom,24645406,"Phoenix, AZ",2023-01-14 23:01:30,@PrideOfDetroit @Seahawks If we win today I will chip in 💙💚💙💚,0,Twitter for iPhone,
NPiRSprtz 🇺🇦 Слава Україні!! Stop the war!!,1185766026790592512,"Goodyear, AZ",2023-01-14 23:01:16,"Dumb penalty by Jimmie Ward, but a smart gamble by Geno Smith sliding down risking the clock running out &amp; getting… https://t.co/omBkDammtW",0,Twitter Web App,
Alex Clancy,310362110,"Scottsdale, AZ",2023-01-14 22:59:15,I said last year that the best case scenario for the Arizona Cardinals was if the LA Rams won the Super Bowl becaus… https://t.co/tr2XWKlPP9,0,Twitter Web App,
Be Right Back,141329950,"Phoenix, AZ",2023-01-14 22:59:15,@SkyBlue_Am He had Seahawks first half money line…,0,Twitter for iPhone,
DT,2344163382,"Phoenix, AZ",2023-01-14 22:59:04,Seahawks ML first half betters goin up right now,0,Twitter for iPhone,
Josh,171202876,The Citadel,2023-01-14 22:58:58,SEAHAWKS BABY,0,Twitter for iPhone,
SB LVII CHIEFS vs ?,1041562185325920257,"Goodyear, AZ",2023-01-14 22:58:47,"Man, the Seahawks are hanging in there 👍🏼",0,Twitter for iPhone,
Dyll♊️,1030193445514563584,"Phoenix, AZ",2023-01-14 22:58:26,Go Seahawks,0,Twitter for iPhone,
Alexa Tieu Whippo,45517832,"Phoenix, AZ",2023-01-14 22:58:24,Into the half with the lead!! @Seahawks @12s,0,Twitter for iPhone,
Tyler Herrick,17456631,PHX,2023-01-14 22:57:42,@AaronNagler Seahawks winning the mental game rn,0,Twitter for iPhone,
james 🧬,230824979,"Phoenix, AZ",2023-01-14 22:57:35,im the biggest seahawks fan rn,0,TweetDeck,
parlay paul,376113799,South Phoenix,2023-01-14 22:54:58,The Seahawks have a Michael Jackson and a Coby Bryant lol,1,Twitter for iPhone,
Dyll♊️,1030193445514563584,"Phoenix, AZ",2023-01-14 22:53:52,Seahawks have missed about 4 opportunities to get an interception,0,Twitter for iPhone,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-14 22:49:48,@SunsFuckingSuck Seahawks have a rookie CB named Coby Bryant,0,Twitter for iPhone,
Jordan,295418376,"Phoenix, AZ",2023-01-14 22:47:22,Give us Drew back @Seahawks,0,Twitter for iPhone,
Hannah Hamilton,1556468272945475584,"Phoenix, AZ",2023-01-14 22:44:40,CALL THE @Seahawks FOR THE HOLDS DAMN IT!!!! THEY PULLING GUYS TO THE GROUND METCALF PUSHING OFF WARD,0,Twitter for iPhone,
JCons,2531453483,"Phoenix, AZ",2023-01-14 22:42:13,Don’t let us down!! @Kyle253_ @Seahawks,0,Twitter for iPhone,
Rosie,858398171952631808,"Phoenix, AZ",2023-01-14 22:39:10,I want the Seahawks to win today!,0,Twitter for iPhone,
NPiRSprtz 🇺🇦 Слава Україні!! Stop the war!!,1185766026790592512,"Goodyear, AZ",2023-01-14 22:36:32,"How ironic the sun &amp; blue skies break out in Santa Clara, but it's the #Seahawks shining through &amp; giving the 49ers… https://t.co/KwHs6KIprQ",0,Twitter Web App,
chihuahuamom,24645406,"Phoenix, AZ",2023-01-14 22:35:55,@Seahawks We’re winning 😍😍😍💚💚💚💙💙💙😍😍😍,0,Twitter for iPhone,
HecTor,25103870,"Goodyear, az
",2023-01-14 22:35:47,@PHXFansApp Seahawks,0,Twitter for iPhone,
Alexa Tieu Whippo,45517832,"Phoenix, AZ",2023-01-14 22:35:30,Yayerrrrr @GenoSmith3 with the air out and @dkm14 doing DK thiiiiingssssss @Seahawks,0,Twitter for iPhone,
james 🧬,230824979,"Phoenix, AZ",2023-01-14 22:35:21,Seahawks 👀👀👀,0,Twitter for iPhone,
Ky,3854226074,"Phoenix, AZ",2023-01-14 22:29:24,"@A_G_Haubner Andrew plz stop, we need a Seahawks dub brother!",0,Twitter for iPhone,
Marquis,1065048836052201473,PHX,2023-01-14 22:28:46,Do i want Seahawks to win for @mikalbridge or do i want them to fail because of @mikalbridge,0,Twitter for iPhone,
Bill Alvstad🎙️,1195324231,"Phoenix, AZ",2023-01-14 22:18:27,@Will_NFLSeattle @ProFootballTalk I see it a bit different. Geno knows it's a business. He's fine. He also sees the… https://t.co/iFwki7tqOO,0,Twitter for Android,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-14 22:16:31,@Seahawks @Kenneth_Walker9 My OROY,0,Twitter for iPhone,
james 🧬,230824979,"Phoenix, AZ",2023-01-14 22:16:27,Seahawks really really needed that drive &amp; it was perfect,0,Twitter for iPhone,
Hannah Hamilton,1556468272945475584,"Phoenix, AZ",2023-01-14 22:16:13,Ceiling can’t hold us is the only song @Seahawks know 😂 MOVE ON,0,Twitter for iPhone,
Big D,223489297,"Phoenix, AZ",2023-01-14 22:16:04,Wow I saw two different players holding on that touchdown by the Seahawks.  WTF refs.,0,Twitter for iPhone,
Gabby Moreno,74365659,"Phoenix, AZ",2023-01-14 22:15:51,@Seahawks That drive 🔥 Defense needs to step it up!! Let’s go Hawks!!,0,Twitter for iPhone,
Tyler Herrick,17456631,PHX,2023-01-14 22:15:00,hate the niners. hate the Seahawks. Love chaos tho… so go Seahawks.,1,Twitter for iPhone,
Andrew Black,1427626791724793859,"Phoenix, AZ",2023-01-14 22:11:45,49er fans chanting “Defense” … this isn’t the NBA lmfao @Seahawks,0,Twitter for iPhone,
🎶A Whole New Tim (don't u dare close ur eyes)🎶,253209135,"Peoria, AZ",2023-01-14 22:08:34,"Long, run-heavy Seahawks drives that run the clock and tire out the defense should be Seattle's recipe for success,… https://t.co/WogQqlNEEN",0,Twitter for Android,
Andrew Black,1427626791724793859,"Phoenix, AZ",2023-01-14 22:04:50,Wish this team had Alton Robinson this season @Seahawks,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 22:04:38,Phew!!  #Seahawks,0,Twitter for iPhone,
Stanley Rodrigo,819807847596703752,"Phoenix, AZ",2023-01-14 22:01:35,"@Corpsockmonkey The Vikes will really appreciate a Seahawks win today to, so thanks for the support!",0,Twitter for iPhone,
Andrew Black,1427626791724793859,"Phoenix, AZ",2023-01-14 22:00:23,Will never understand why Bruce Irvin starts over Taylor @Seahawks,0,Twitter for iPhone,
Kurt Warner,138134695,"Phoenix, AZ",2023-01-14 22:00:13,"If the @Seahawks give @brockpurdy13 that much time that he can find wide open checkdowns, this thing will be over q… https://t.co/uCuZtBBJNL",9,Twitter for iPhone,
🦈,2955379599,CA ➡️ AZ ,2023-01-14 21:55:47,Big run check down check down check down like bro come on Seahawks DC is so trash,0,Twitter for iPhone,
mikeG,4236537432,"Avondale, AZ",2023-01-14 21:55:15,"Not looking good at all for the @Seahawks.
#12thMan @49ers #NinerNation",0,Twitter for Android,
CBell 🏂,1170623504,"Phoenix, AZ",2023-01-14 21:55:07,Seahawks sad asf I wish Lions got in,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 21:54:12,Nor and I!! Let’s drink that @redbull Hawks and smash these mother fuckers!! #Seahawks #PlayoffWeekend #Playoffs https://t.co/bBij82KFpI,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 21:51:07,HHHAAWWWKKKSSS!!!  #Seahawks https://t.co/ptTQ7DuX98,0,Twitter for iPhone,
Hannah Hamilton,1556468272945475584,"Phoenix, AZ",2023-01-14 21:49:49,@Seahawks SeaaaaaSACK ❤️💛,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 21:47:55,Good effort!! @GenoSmith3 #Seahawks,0,Twitter for iPhone,
Deonte Thompson,1209117074041135104,"El Mirage, AZ",2023-01-14 21:46:41,@Seahawks U aint gonna run on them. U need scrambles,0,Twitter for iPhone,
Drew,539272955,PHX,2023-01-14 21:46:10,"I got the Seahawks +17.5, it’s safe to say we have lost all confidence on FanDuel",0,Twitter for iPhone,
Deonte Thompson,1209117074041135104,"El Mirage, AZ",2023-01-14 21:45:54,@Seahawks Cmon u guys got this,0,Twitter for iPhone,
J Shirk,1528842607,"Peoria, AZ",2023-01-14 21:42:46,@Seahawks HAWKS!!!!!,0,Twitter for iPhone,
Sneakatoke,129605255,"Phoenix, AZ",2023-01-14 21:36:34,NOT a great start but we got this!!  #Seahawks https://t.co/mnfqJANiut,0,Twitter for iPhone,
Mitchell,402282802,"Phoenix, AZ",2023-01-14 21:32:17,"@ilikedlions Seahawks donated to the Lions charities today or yesterday for beating the packers, allowing the Seaha… https://t.co/KZwjNBDmXb",0,Twitter for iPhone,
Isaiah Huston,513621229,"Scottsdale, AZ",2023-01-14 21:32:07,"Seahawks keep it close but 49ers too talented, Jaguars beat the Chargers 🤘🏽",0,Twitter for iPhone,
Alex Selee,1770818983,"Phoenix, AZ",2023-01-14 21:31:31,"@Seahawks Surprise, Arizona! https://t.co/IvpM9TFdqY",0,Twitter for iPhone,
breluventertainment,32757860,"Phoenix, AZ",2023-01-14 21:29:40,@wolf987FM @mikejurecki going with @Seahawks for the win just like Tom Brady you can't bet against  #PetCarroll and… https://t.co/kL09bwbCFe,0,Twitter for Android,
Kaleb Ivy,354300638,"Phoenix, AZ",2023-01-14 21:28:24,"Seahawks +9.5 for me 

What yall got?",0,Twitter for iPhone,
Weekly Profit,924813525226225666,"Scottsdale, AZ",2023-01-14 21:07:50,"We will have CBB a little later, let’s get some action on the first 🏈 game 

🏈Seattle Seahawks +9.5 2u

BIG SWEEP L… https://t.co/45xMxDY17Y",0,Twitter for iPhone,
Scott Allen,29880152,"Phoenix, Arizona",2023-01-14 21:07:36,"@FanDuel 49ers 31
Seahawks 14",0,Twitter Web App,
Dee,986388827311767557,"Phoenix, AZ",2023-01-14 20:57:35,My bet on the Seahawks w the upset 🫡,0,Twitter for iPhone,
Alex Selee,1770818983,"Phoenix, AZ",2023-01-14 20:56:27,@QuentinRaiders @NFL @Seahawks Cause you bet on them 😂,0,Twitter for iPhone,
mikeG,4236537432,"Avondale, AZ",2023-01-14 20:46:57,@ScooterMagruder Seahawks,0,Twitter for Android,
Alex Selee,1770818983,"Phoenix, AZ",2023-01-14 20:33:42,@QuentinRaiders @NFL @Seahawks I would love a W,0,Twitter for iPhone,
Bill Alvstad🎙️,1195324231,"Phoenix, AZ",2023-01-14 20:24:29,"@Will_NFLSeattle @ProFootballTalk Leak doesn't necessarily mean it's 100% false. However, you are correct about lev… https://t.co/OSZFsY4V67",1,Twitter for Android,
Kobe Forever,30180368,"Phoenix, AZ",2023-01-14 20:21:47,Who got that Fred Warner Seahawks TikTok. I need to get amped. Been waiting all year for playoff football!! #FTTB,0,Twitter for iPhone,
TRL,1501235589051387908,"Phoenix, AZ",2023-01-14 20:15:39,I’ll be streaming the Seahawks and Niners soon for another NFC West playoff match. Hope to see you there,0,Twitter for iPhone,
Luz Rodriguez,601517135,,2023-01-14 20:00:38,@PHXFansApp Neither but I guess we have to pick one and that would be the Seahawks,0,Twitter for iPhone,
KINGDOM JEFF ❤️🏈🏹💛,1340326398,"Phoenix, AZ",2023-01-14 19:53:33,"Lets get some damn upsets! Cheers 🍻🍺🥃 to all invited... 

#Seahawks | #FTTB 
#BoltUp| #DUUUVAL 
#FinsUp |… https://t.co/un9fzVYcsc",0,Twitter for iPhone,
Neli Pao Emu,1291812764030181376,"Peoria, AZ ",2023-01-14 19:28:48,"@ShopBeerGearUS @budlight Seattle Seahawks
#SBGUltimateFan #Giveaway",0,Twitter Web App,
Rami Sibai,3164317868,"Scottsdale, AZ",2023-01-14 19:25:03,Seahawks ML @ +430 is quickest way to beef up the bankroll coming into this weekend. #SibaiWisdom #GoHawks,0,Twitter for iPhone,
Kurt Warner,138134695,"Phoenix, AZ",2023-01-14 19:22:11,@AjGrotness1 @49ers @Seahawks @QBConfidential I can’t break down every matchup every week - sorry!! I’m doing my be… https://t.co/HTWf8Q91oR,0,Twitter for iPhone,
Dalton Kates,963466083670700032,"Scottsdale, AZ",2023-01-14 19:22:08,"@FrickenFreezing @ConnorAllenNFL I’m only half trolling, but Seahawks run D sucks and Elijah was involved a ton even with CMC",0,Twitter for iPhone,
Taylor Blitz Times,1216255729968893954,"Phoenix, AZ",2023-01-14 19:10:22,2023 NFC Wildcard: San Francisco 49ers v Seattle Seahawks https://t.co/RWgiKNDDkE,0,Jetpack.com,
Scott Allen,29880152,"Phoenix, Arizona",2023-01-14 19:06:53,"@Joe_Fann 49ers 31
Seahawks 14",0,Twitter Web App,
KP,233611676,"Phoenix, AZ",2023-01-14 19:00:55,@80s_Kid4Eva 100%. last night there was a story from schefter about the refs all but fixing the seahawks/rams game last week.,0,TweetDeck,
Nicholas Pietrzycki,719257426281828358,"Phoenix, AZ",2023-01-14 18:51:32,"Predictions for tonight’s #NFLPlayoffs action: 

#SEAvsSF : 49ers (#FTTB ) over Seahawks (#Seahawks )

#LACvsJAX :… https://t.co/qy71ORO5dj",0,Twitter for iPhone,
Josh Kolojeski,361729326,"Phoenix, AZ",2023-01-14 18:46:30,"Today, I think the lights are going to be too bright for Mr. Irrelevant and he makes a couple of mistakes that lead… https://t.co/vV9a0QuEjc",0,Twitter for iPhone,
Josh Kolojeski,361729326,"Phoenix, AZ",2023-01-14 18:30:45,"Playoff Power Rankings based on who  I’m rooting for most to least

1. Vikings
2. Bills
3. Bengals
4. Cowboys
5. Do… https://t.co/Wuf5D40BeC",0,Twitter for iPhone,
Kate Johnson 💉🌵😎🥂🏴󠁧󠁢󠁥󠁮󠁧󠁿,424589265,"Peoria, AZ",2023-01-14 18:24:48,"#GoHawks! #WeAre12 #Seahawks 
Cheering you on from the desert 🌵 https://t.co/R8h8giRS9r",0,Twitter for iPhone,
PHX Fans,1362182756822781952,PHX,2023-01-14 18:23:16,"Cards fans, who do you want to win today, Seahawks or Niners?",3,Twitter for iPhone,
Andrew Black,1427626791724793859,"Phoenix, AZ",2023-01-14 18:15:36,Lol it is rich how there were a couple calls that finally went our way in a game and immediately ESPN calls it out.… https://t.co/SKy5K6GZLZ,0,Twitter for iPhone,
Hector Lopez,1460477733780144130,"Phoenix, AZ",2023-01-14 17:52:48,@ubathediplomat @es3_09 Seahawks will have to eliminate turnovers as-well because that Niners defense proved it can… https://t.co/2z0RJSRfrR,0,Twitter for iPhone,
Flora Munguia,1002792417274150917,"Goodyear, AZ",2023-01-14 17:48:10,@StadiumLites Seahawks 15 - 21 49ers,0,Twitter Web App,
Isaac ☀️ (24-24),871036856434950144,"Phoenix, AZ",2023-01-14 17:32:14,The Seahawks play in a playoff game today 😎,0,Twitter for iPhone,
Tried And Still True,1344066895,"Arizona, USA",2023-01-14 17:32:14,My picks lol @Seahawks @Jaguars https://t.co/u5h8dKVqKV,0,Twitter for Android,
KatZan°87,2749573925,"Phoenix, AZ",2023-01-14 17:22:00,@bobbyfromsea @captainseahawk @Seahawks Yeah because DK is looking for pointers from a random twitter user 😂😂😂,0,Twitter for iPhone,
Alex Selee,1770818983,"Phoenix, AZ",2023-01-14 17:19:04,Todays a great day to beat the n*ners!! @Seahawks,0,Twitter for iPhone,
Richard Mulder ⚡,1217127850731433984,"Phoenix, AZ",2023-01-14 17:10:06,@madbrad171 @Lions @Seahawks @12s That is outstanding,0,Twitter for Android,
Nick,827244259388465152,"Phoenix, AZ",2023-01-14 17:00:16,Seahawks upset 49ers today 🤔 might have to throw some mula on it,0,Twitter for iPhone,
Papamike,1363296406954414081,"Phoenix, AZ",2023-01-14 16:48:41,"@CohensCornerAZ @SportsLine I'm not sure about your college picks, but I do like the 49ers/Seahawks Over 42 pick.",0,Twitter for Android,
G.Schmidty,961285608638365697,"Phoenix, AZ",2023-01-14 15:38:57,"49ers over Seahawks, Bills over Dolphins.",0,Twitter for iPhone,
TheCardsWire,738878491068911616,"Phoenix, AZ",2023-01-14 15:35:32,Only one player on both teams is a former Cardinals player.  https://t.co/xMtQ3rWvXj,0,True Anthem,
Damian Adams,48442826,"Phoenix, AZ",2023-01-14 15:30:26,Hopefully for Seahawks' fans sake. DK Metcalf can prove me wrong today. https://t.co/f4RjHdX63r,8,Twitter for Android,
Matthew Oehler,1599904368,"Scottsdale, AZ",2023-01-14 15:15:07,"@billieb22 @mortreport I mean I know, it's not like the Seahawks ever lost out on bad calls. It's not like they lit… https://t.co/zgoAwUAcQX",0,Twitter Web App,
Mr. Argue,1500365596264779776,"Phoenix, AZ",2023-01-14 15:10:31,@Seahawks Go Hawks! It’s time. It’s Geno time! Let Lockett loose! @TDLockett12 @dkm14 sticky hands! #WildCardGames #SuperWildCard,0,Twitter for iPhone,
Hank 🫥 Official,28609706,"Phoenix, AZ",2023-01-14 14:54:49,NFL officiating under fire after Seahawks gaffes - via @ESPN App.  Make officiating a full time job! https://t.co/H6q3l7NJX4,0,Twitter for iPhone,
